Tree indx, M1/M0, M2/M0, ...  
219 , 0.000585  
220 , 0.000034  
221 , 0.000319  
222 , 0.000223  
223 , 0.000112  
224 , 0.000016  
225 , 0.000086  
226 , 0.000931  
227 , 0.003509  
228 , 0.000289  
229 , 0.000097  
230 , 0.000395  
231 , 0.000518  
232 , 0.000100  
233 , 0.001164  
234 , 0.000963  
235 , 0.000368  
236 , 0.000238  
237 , 0.000132  
238 , 0.000278  
239 , 0.000153  
240 , 0.000065  
241 , 0.000665  
242 , 0.000251  
243 , 0.000413  
244 , 0.000210  
245 , 0.000273  
246 , 0.000267  
247 , 0.000218  
248 , 0.000581  
249 , 0.000089  
250 , 0.001033  
251 , 0.000021  
252 , 0.000740  
253 , 0.000658  
254 , 0.001852  
255 , 0.000339  
256 , 0.000360  
257 , 0.000304  
258 , 0.000022  
259 , 0.000122  
260 , 0.000016  
261 , 0.000556  
262 , 0.000088  
263 , 0.000437  
264 , 0.000207  
265 , 0.000048  
266 , 0.000005  
267 , 0.002278  
268 , 0.000128  
269 , 0.000013  
270 , 0.000497  
271 , 0.000099  
272 , 0.000052  
273 , 0.001806  
274 , 0.000010  
275 , 0.001044  
276 , 0.000267  
277 , 0.000096  
278 , 0.000043  
279 , 0.000087  
280 , 0.000402  
281 , 0.000211  
282 , 0.000195  
283 , 0.000227  
284  
285 , 0.000187  
286 , 0.000743  
287 , 0.000093  
288 , 0.000663  
289 , 0.000148  
290 , 0.000408  
291 , 0.001086  
292 , 0.000653  
293 , 0.000260  
294 , 0.000154  
295 , 0.001786  
296 , 0.000993  
297 , 0.001037  
298 , 0.000052  
299 , 0.001112  
300 , 0.000789  
