Tree indx, M1/M0, M2/M0, ...  
1 , 0.000079  
2 , 0.000050  
3 , 0.000055  
4 , 0.000626  
5 , 0.000386  
6 , 0.000003  
7 , 0.000142  
8 , 0.000133  
9 , 0.000721  
10 , 0.001476  
11 , 0.000232  
12 , 0.001000  
13 , 0.000793  
14 , 0.000053  
15 , 0.000405  
16 , 0.000693  
17 , 0.000033  
18 , 0.001149  
19 , 0.000097  
20 , 0.000120  
21 , 0.000411  
22 , 0.000081  
23 , 0.001106  
24 , 0.000068  
25 , 0.000008  
26 , 0.000471  
27 , 0.000196  
28 , 0.002061  
29 , 0.000124  
30 , 0.000024  
31 , 0.000550  
32 , 0.000347  
33 , 0.000128  
34 , 0.000957  
35 , 0.000771  
36 , 0.000158  
37 , 0.000071  
38 , 0.000290  
39 , 0.000055  
40 , 0.000025  
41 , 0.000200  
42 , 0.000322  
43 , 0.001237  
44 , 0.000061  
45 , 0.000116  
46 , 0.000265  
47 , 0.000313  
48 , 0.000297  
49 , 0.000177  
50 , 0.000389  
51 , 0.000365  
52 , 0.000005  
53 , 0.000538  
54 , 0.000361  
55 , 0.000615  
56 , 0.001337  
57 , 0.000584  
58 , 0.000357  
59 , 0.001047  
60 , 0.000256  
61 , 0.000249  
62 , 0.000108  
63 , 0.000400  
64 , 0.000006  
65 , 0.000523  
66 , 0.000537  
67 , 0.000150  
68 , 0.000557  
69 , 0.000407  
70 , 0.000340  
71 , 0.000081  
72 , 0.000133  
73 , 0.000111  
74 , 0.000228  
75 , 0.000976  
76 , 0.000089  
77 , 0.001004  
78 , 0.001234  
79 , 0.000306  
80 , 0.000017  
81 , 0.000169  
82 , 0.000435  
83 , 0.000043  
84 , 0.000057  
85 , 0.001234  
86 , 0.001040  
87 , 0.000378  
88 , 0.000511  
89 , 0.000302  
90 , 0.000258  
91 , 0.000030  
92 , 0.000873  
93 , 0.000027  
94 , 0.000270  
95 , 0.000284  
96 , 0.003546  
97 , 0.000031  
98 , 0.000485  
99 , 0.000556  
100 , 0.000467  
101 , 0.001512  
102 , 0.000679  
103 , 0.000290  
104 , 0.000957  
105 , 0.000765  
106 , 0.000031  
107 , 0.000029  
108 , 0.000415  
109 , 0.000549  
110 , 0.001003  
111 , 0.000253  
112 , 0.000099  
113 , 0.000321  
114 , 0.000471  
115 , 0.000342  
116 , 0.000021  
117 , 0.000369  
118 , 0.000052  
119 , 0.000545  
120 , 0.000155  
121 , 0.000289  
122 , 0.000106  
123 , 0.001335  
124 , 0.000302  
125  
126 , 0.001915  
127 , 0.000076  
128 , 0.000144  
129 , 0.002971  
130 , 0.000771  
131 , 0.002833  
132 , 0.000390  
133 , 0.001551  
134 , 0.000775  
135 , 0.000395  
136 , 0.000347  
137 , 0.000481  
138 , 0.000232  
139 , 0.000163  
140 , 0.001059  
141 , 0.000093  
142 , 0.000162  
143 , 0.001532  
144 , 0.000447  
145 , 0.000130  
146 , 0.000170  
147 , 0.000122  
148 , 0.000174  
149 , 0.000145  
150 , 0.000022  
151 , 0.000185  
152 , 0.000094  
153 , 0.000495  
154 , 0.000038  
155 , 0.002035  
156 , 0.000782  
157 , 0.000333  
158 , 0.000001  
159 , 0.001138  
160 , 0.000962  
161 , 0.001164  
162 , 0.000658  
163 , 0.000393  
164 , 0.000213  
165 , 0.000281  
166 , 0.000440  
167 , 0.000143  
168 , 0.000126  
169 , 0.000046  
170 , 0.000533  
171 , 0.000624  
172 , 0.001508  
173 , 0.000586  
174 , 0.000423  
175 , 0.000503  
176 , 0.000215  
177 , 0.000157  
178 , 0.000224  
179 , 0.000120  
180 , 0.001164  
181 , 0.000521  
182 , 0.000006  
183 , 0.000271  
184 , 0.000780  
185 , 0.000207  
186 , 0.000149  
187 , 0.000038  
188 , 0.000218  
189 , 0.000572  
190 , 0.000547  
191 , 0.000112  
192 , 0.000404  
193 , 0.000282  
194 , 0.000145  
195 , 0.000271  
196 , 0.000009  
197 , 0.000270  
198 , 0.001074  
199 , 0.000101  
200 , 0.000444  
201 , 0.000193  
202 , 0.000430  
203 , 0.000631  
204 , 0.000142  
205 , 0.000218  
206 , 0.000172  
207 , 0.000017  
208 , 0.000105  
209 , 0.000201  
210 , 0.000446  
211 , 0.000069  
212 , 0.000127  
213 , 0.000747  
214 , 0.000169  
215 , 0.000518  
216 , 0.000104  
217 , 0.000056  
218 , 0.000042  
